alert_id,transaction_id,customer_id,account_id,alert_date,scenario,alert_score,alert_status,priority,assigned_analyst,resolution_date,false_positive
ALT00566,TXN000301,CUST0318,ACC00418,2023-03-12 01:26:00,Rapid Movement,84,Under Review,Low,Analyst_03,,Yes
ALT00567,TXN002230,CUST0190,ACC00253,2022-11-17 22:51:00,High-Risk Geography,89,Closed-False Positive,Medium,Analyst_02,2022-11-23 14:26:00,No
ALT00568,TXN002915,CUST0307,ACC00403,2022-02-28 21:05:00,High-Risk Geography,75,Closed-False Positive,Medium,Analyst_02,2022-04-15 18:40:00,Yes
ALT00569,TXN001677,CUST0262,ACC00345,2023-03-23 01:32:00,Dormant Account Activity,66,Closed-False Positive,Medium,Analyst_03,2023-04-07 09:11:00,No
ALT00570,TXN002059,CUST0336,ACC00440,2022-10-23 08:00:00,Round-Trip Transaction,65,Closed-SAR Filed,High,Analyst_06,2022-12-14 09:48:00,No
ALT00571,TXN002307,CUST0497,ACC00649,2023-06-26 15:15:00,Dormant Account Activity,81,Open,Medium,Analyst_01,,No
ALT00572,TXN001329,CUST0229,ACC00303,2024-11-30 00:43:00,Layering,32,Closed-SAR Filed,Medium,Analyst_05,2024-12-27 20:26:00,No
ALT00573,TXN002559,CUST0120,ACC00161,2022-01-26 17:40:00,Rapid Movement,32,Closed-False Positive,Low,Analyst_08,2022-02-14 09:33:00,No
ALT00574,TXN004058,CUST0026,ACC00035,2024-05-02 17:30:00,Rapid Movement,85,Open,Low,Analyst_01,,Yes
ALT00575,TXN002501,CUST0476,ACC00624,2023-02-05 23:32:00,Unusual Cash Pattern,54,Closed-False Positive,Medium,Analyst_08,2023-04-05 17:59:00,No
ALT00576,TXN003278,CUST0162,ACC00215,2023-03-22 01:28:00,Round-Trip Transaction,75,Under Review,High,Analyst_04,,Yes
ALT00577,TXN004562,CUST0491,ACC00641,2023-01-05 21:47:00,Rapid Movement,58,Closed-False Positive,Low,Analyst_07,2023-02-14 01:42:00,No
ALT00578,TXN003680,CUST0303,ACC00397,2022-11-24 15:18:00,High-Risk Geography,50,Escalated,High,Analyst_03,2022-12-20 15:14:00,Yes
ALT00579,TXN002211,CUST0475,ACC00621,2023-09-15 12:57:00,Layering,55,Open,High,Analyst_10,,No
ALT00580,TXN003107,CUST0209,ACC00279,2024-04-27 18:06:00,Layering,55,Closed-False Positive,High,Analyst_01,2024-06-05 09:30:00,Yes
ALT00581,TXN002360,CUST0436,ACC00570,2022-07-13 10:48:00,PEP Transaction,85,Under Review,Medium,Analyst_10,,Yes
ALT00582,TXN002551,CUST0096,ACC00131,2024-07-20 03:57:00,Layering,66,Under Review,High,Analyst_06,,No
ALT00583,TXN002509,CUST0369,ACC00483,2023-06-01 23:01:00,Structuring,100,Closed-SAR Filed,Low,Analyst_06,2023-07-10 15:33:00,Yes
ALT00584,TXN003109,CUST0172,ACC00229,2023-08-30 01:52:00,Unusual Cash Pattern,79,Closed-False Positive,Medium,Analyst_07,2023-09-11 08:34:00,No
ALT00585,TXN002309,CUST0380,ACC00499,2022-04-13 17:22:00,Unusual Cash Pattern,41,Escalated,Low,Analyst_10,2022-05-28 11:43:00,No
ALT00586,TXN001133,CUST0256,ACC00336,2022-11-27 17:06:00,Layering,35,Escalated,Medium,Analyst_07,2022-12-21 18:53:00,No
ALT00587,TXN003412,CUST0430,ACC00562,2024-08-06 14:35:00,Round-Trip Transaction,58,Under Review,Low,Analyst_09,,Yes
ALT00588,TXN002170,CUST0201,ACC00268,2024-10-03 18:23:00,Structuring,49,Under Review,High,Analyst_07,,No
ALT00589,TXN000518,CUST0046,ACC00064,2023-10-13 14:57:00,Rapid Movement,33,Under Review,Medium,Analyst_07,,Yes
ALT00590,TXN001664,CUST0006,ACC00008,2024-03-12 07:35:00,Unusual Cash Pattern,57,Closed-SAR Filed,Medium,Analyst_06,2024-04-02 07:02:00,No
ALT00591,TXN003255,CUST0299,ACC00392,2024-02-02 09:33:00,Structuring,43,Closed-False Positive,High,Analyst_02,2024-03-31 13:10:00,No
ALT00592,TXN003878,CUST0166,ACC00219,2024-12-30 04:43:00,Dormant Account Activity,85,Under Review,Low,Analyst_08,,No
ALT00593,TXN002164,CUST0352,ACC00462,2024-08-14 22:44:00,Rapid Movement,52,Closed-False Positive,Medium,Analyst_03,2024-09-06 23:14:00,No
ALT00594,TXN004473,CUST0436,ACC00569,2024-09-07 03:15:00,Round-Trip Transaction,75,Open,Low,Analyst_03,,No
ALT00595,TXN004753,CUST0318,ACC00418,2022-03-01 00:23:00,High-Risk Geography,68,Open,Medium,Analyst_01,,No
ALT00596,TXN002282,CUST0120,ACC00162,2023-07-15 17:13:00,Structuring,32,Closed-False Positive,Medium,Analyst_06,2023-08-20 19:43:00,No
ALT00597,TXN003960,CUST0326,ACC00428,2024-08-13 18:31:00,Unusual Cash Pattern,90,Open,Low,Analyst_03,,No
ALT00598,TXN002170,CUST0201,ACC00268,2023-03-02 04:04:00,Layering,98,Closed-SAR Filed,Low,Analyst_03,2023-03-25 02:57:00,No
ALT00599,TXN001736,CUST0343,ACC00449,2022-04-20 20:56:00,Dormant Account Activity,87,Closed-False Positive,High,Analyst_08,2022-05-21 04:43:00,Yes
ALT00600,TXN004584,CUST0154,ACC00203,2023-10-30 13:30:00,Structuring,37,Escalated,Medium,Analyst_10,2023-11-21 06:49:00,No
