transaction_id,sender_account_id,receiver_account_id,transaction_type,amount,currency,transaction_date,channel,country_origin,country_destination,transaction_status,remarks
TXN003838,ACC00305,ACC00538,Cash Deposit,21265.05,INR,2024-04-21 23:38:00,Mobile,Cayman Islands,Australia,Completed,Salary
TXN003839,ACC00612,ACC00353,ATM Withdrawal,48544.61,AED,2023-04-23 06:17:00,ATM,Germany,Germany,Completed,Loan Repayment
TXN003840,ACC00185,ACC00588,Cash Withdrawal,6693.95,AED,2024-07-18 02:12:00,SWIFT,Singapore,Cyprus,Completed,N/A
TXN003841,ACC00402,ACC00024,Wire Transfer,17406.18,AED,2024-10-05 16:28:00,Mobile,Canada,Seychelles,Completed,Personal Transfer
TXN003842,ACC00593,ACC00170,Cash Withdrawal,308416.33,AED,2024-08-24 04:52:00,ATM,British Virgin Islands,UK,Pending,Business Payment
TXN003843,ACC00621,ACC00006,Cheque,7720.09,INR,2023-07-11 13:45:00,Branch,Singapore,British Virgin Islands,Pending,N/A
TXN003844,ACC00002,ACC00427,Online Transfer,4700.41,AED,2024-01-28 23:10:00,SWIFT,Panama,Seychelles,Completed,Trade Settlement
TXN003845,ACC00573,ACC00270,Wire Transfer,9998.87,INR,2022-09-05 13:43:00,Mobile,Australia,Canada,Completed,Investment
TXN003846,ACC00584,ACC00649,ATM Withdrawal,4019.75,AED,2023-02-03 01:07:00,Online,Russia,British Virgin Islands,Completed,N/A
TXN003847,ACC00540,ACC00438,Cash Deposit,9801.88,INR,2022-12-16 06:05:00,ATM,Germany,Panama,Pending,Business Payment
TXN003848,ACC00353,ACC00388,Cash Withdrawal,3287.66,AED,2022-03-05 00:30:00,SWIFT,Germany,Japan,Pending,Salary
TXN003849,ACC00447,ACC00551,Cash Deposit,1388.14,INR,2022-08-09 10:51:00,Online,Cyprus,UK,Completed,Trade Settlement
TXN003850,ACC00436,ACC00484,Online Transfer,38202.52,INR,2024-11-01 13:56:00,Online,Canada,Bahamas,Completed,Business Payment
TXN003851,ACC00447,ACC00610,Cash Deposit,4249.55,EUR,2023-06-19 18:44:00,Branch,Cyprus,Bahamas,Completed,Business Payment
TXN003852,ACC00649,ACC00572,Online Transfer,139082.24,USD,2024-07-28 02:58:00,SWIFT,Russia,Singapore,Completed,Investment
TXN003853,ACC00436,ACC00114,Cheque,4407.14,INR,2024-11-10 07:51:00,Branch,Canada,Cyprus,Completed,Trade Settlement
TXN003854,ACC00462,ACC00080,Online Transfer,23569.89,USD,2023-06-28 18:12:00,Mobile,Singapore,Russia,Completed,N/A
TXN003855,ACC00430,ACC00273,Wire Transfer,8557.95,EUR,2023-09-21 06:17:00,SWIFT,France,Nigeria,Completed,N/A
TXN003856,ACC00321,ACC00608,ATM Withdrawal,5389.82,EUR,2024-06-13 12:46:00,ATM,France,UAE,Completed,N/A
TXN003857,ACC00200,ACC00520,ATM Withdrawal,9979.86,INR,2023-02-22 17:46:00,ATM,Australia,Cayman Islands,Completed,Business Payment
TXN003858,ACC00109,ACC00126,Online Transfer,1276.5,INR,2022-10-07 04:16:00,Mobile,USA,Germany,Failed,N/A
TXN003859,ACC00225,ACC00318,Online Transfer,7361.15,AED,2022-07-28 00:45:00,Mobile,France,Canada,Completed,Salary
TXN003860,ACC00082,ACC00127,Cheque,97798.6,USD,2023-11-19 04:11:00,Branch,Australia,Malta,Completed,Investment
TXN003861,ACC00434,ACC00447,Cash Deposit,3280.32,INR,2022-06-21 20:03:00,ATM,Japan,Seychelles,Completed,Loan Repayment
TXN003862,ACC00372,ACC00425,Cash Withdrawal,12020.73,USD,2024-07-01 13:40:00,ATM,USA,Bahamas,Completed,N/A
TXN003863,ACC00140,ACC00125,Online Transfer,48270.65,EUR,2023-05-22 18:24:00,SWIFT,Germany,UK,Completed,N/A
TXN003864,ACC00514,ACC00164,Cash Deposit,9904.14,GBP,2022-06-22 20:04:00,Branch,Canada,Japan,Completed,Investment
TXN003865,ACC00532,ACC00605,Cash Withdrawal,2657.63,INR,2024-09-01 15:17:00,Online,Canada,Australia,Failed,Loan Repayment
TXN003866,ACC00463,ACC00118,Cheque,32463.88,EUR,2024-06-10 17:16:00,Mobile,Singapore,Malta,Completed,Business Payment
TXN003867,ACC00179,ACC00557,Cash Deposit,925.65,AED,2023-08-11 08:19:00,Online,Cayman Islands,Malta,Completed,N/A
TXN003868,ACC00178,ACC00279,ATM Withdrawal,4487.96,GBP,2024-01-31 10:46:00,Mobile,UK,France,Completed,Business Payment
TXN003869,ACC00452,ACC00238,Cash Deposit,8816.7,AED,2023-01-07 08:09:00,SWIFT,Singapore,UAE,Completed,Investment
TXN003870,ACC00494,ACC00328,Online Transfer,1862.52,AED,2024-09-10 22:21:00,Branch,Bahamas,Bahamas,Completed,Loan Repayment
TXN003871,ACC00120,ACC00598,Wire Transfer,6877.91,USD,2023-08-29 21:58:00,SWIFT,Japan,Nigeria,Completed,Salary
TXN003872,ACC00277,ACC00411,Online Transfer,37789.28,USD,2023-06-28 15:15:00,Branch,Germany,Malta,Completed,N/A
TXN003873,ACC00005,ACC00450,Wire Transfer,1595.77,GBP,2024-03-29 07:19:00,ATM,Singapore,Malta,Completed,Personal Transfer
TXN003874,ACC00335,ACC00630,Cash Withdrawal,280.52,GBP,2022-01-17 02:29:00,Branch,UK,Cayman Islands,Completed,Salary
TXN003875,ACC00334,ACC00461,Cash Deposit,4978.95,EUR,2022-06-05 23:23:00,SWIFT,Germany,UAE,Completed,Salary
TXN003876,ACC00552,ACC00245,Wire Transfer,7582.48,AED,2022-09-11 23:57:00,Mobile,USA,Panama,Pending,N/A
TXN003877,ACC00047,ACC00057,Cash Deposit,7066.54,INR,2023-06-02 06:10:00,Mobile,Germany,UK,Failed,Trade Settlement
TXN003878,ACC00219,ACC00328,Cash Deposit,3455.45,EUR,2024-09-12 05:54:00,Mobile,Germany,Cayman Islands,Failed,Salary
TXN003879,ACC00514,ACC00254,Cash Deposit,5810.89,INR,2023-03-21 05:08:00,ATM,Canada,Malta,Completed,Trade Settlement
TXN003880,ACC00363,ACC00541,Online Transfer,2005.62,USD,2022-02-21 19:52:00,SWIFT,Singapore,Germany,Completed,Personal Transfer
TXN003881,ACC00147,ACC00296,Online Transfer,6610.96,INR,2024-06-14 07:22:00,ATM,Japan,Australia,Completed,Trade Settlement
TXN003882,ACC00521,ACC00234,Online Transfer,1425.69,EUR,2022-03-15 00:52:00,SWIFT,UK,Japan,Completed,Investment
TXN003883,ACC00547,ACC00377,ATM Withdrawal,7490.56,GBP,2023-10-01 09:17:00,Online,UK,Seychelles,Failed,Investment
TXN003884,ACC00151,ACC00439,ATM Withdrawal,154010.64,GBP,2023-03-13 06:31:00,ATM,Seychelles,Seychelles,Completed,N/A
TXN003885,ACC00225,ACC00505,Cash Deposit,4918.22,USD,2022-08-08 12:21:00,Online,France,Cyprus,Completed,Investment
TXN003886,ACC00631,ACC00388,Online Transfer,4058.83,USD,2024-09-07 02:23:00,SWIFT,Panama,Japan,Failed,N/A
TXN003887,ACC00232,ACC00238,Online Transfer,15842.73,GBP,2022-09-08 06:21:00,Branch,Australia,UK,Completed,Salary
TXN003888,ACC00267,ACC00086,Wire Transfer,9830.26,INR,2022-09-20 04:02:00,Online,Germany,Russia,Reversed,N/A
TXN003889,ACC00130,ACC00646,Wire Transfer,3927.87,INR,2024-04-27 13:14:00,Branch,France,Cyprus,Pending,Personal Transfer
TXN003890,ACC00553,ACC00418,Online Transfer,7241.37,EUR,2024-05-29 17:06:00,SWIFT,USA,British Virgin Islands,Completed,Business Payment
TXN003891,ACC00089,ACC00019,Online Transfer,1245.5,EUR,2023-01-25 10:00:00,Online,France,Seychelles,Completed,Salary
TXN003892,ACC00633,ACC00398,Wire Transfer,5498.78,EUR,2022-09-15 01:44:00,Branch,France,Malta,Pending,N/A
TXN003893,ACC00202,ACC00207,Online Transfer,477979.34,INR,2022-05-25 03:42:00,Mobile,Japan,Cayman Islands,Pending,N/A
TXN003894,ACC00114,ACC00076,Cash Withdrawal,49780.71,AED,2023-06-01 13:51:00,Online,Canada,Singapore,Completed,N/A
TXN003895,ACC00384,ACC00610,Cash Deposit,9640.62,INR,2022-01-07 06:11:00,Branch,France,USA,Pending,Personal Transfer
TXN003896,ACC00545,ACC00314,Cash Deposit,7743.57,USD,2023-07-02 19:29:00,Branch,Germany,Bahamas,Completed,Personal Transfer
TXN003897,ACC00542,ACC00615,Cash Deposit,2072.72,EUR,2023-07-12 05:32:00,Mobile,France,France,Completed,N/A
TXN003898,ACC00088,ACC00022,Cash Deposit,34481.38,USD,2023-02-28 22:34:00,Online,France,France,Completed,Loan Repayment
TXN003899,ACC00102,ACC00006,ATM Withdrawal,8241.54,USD,2023-09-12 18:30:00,ATM,USA,Canada,Completed,Personal Transfer
TXN003900,ACC00449,ACC00469,Cash Withdrawal,25620.32,GBP,2022-03-09 01:38:00,Online,France,Germany,Completed,N/A
TXN003901,ACC00648,ACC00286,Cheque,46507.05,EUR,2024-08-26 02:16:00,ATM,Panama,USA,Completed,Investment
TXN003902,ACC00157,ACC00201,Cash Withdrawal,399818.69,AED,2023-07-14 09:52:00,Online,UK,Germany,Completed,N/A
TXN003903,ACC00294,ACC00596,Online Transfer,17779.73,INR,2022-06-17 13:45:00,Mobile,USA,Japan,Completed,Investment
TXN003904,ACC00205,ACC00477,Cash Deposit,1547.44,AED,2024-12-22 07:25:00,Branch,UAE,Seychelles,Pending,Business Payment
TXN003905,ACC00217,ACC00526,ATM Withdrawal,5570.06,EUR,2024-11-30 04:11:00,Online,Japan,British Virgin Islands,Completed,Salary
TXN003906,ACC00220,ACC00281,Cash Withdrawal,14806.13,USD,2022-09-26 04:26:00,Branch,Bahamas,France,Completed,Loan Repayment
TXN003907,ACC00145,ACC00197,ATM Withdrawal,23894.42,INR,2024-07-14 13:00:00,Branch,Bahamas,Canada,Completed,Business Payment
TXN003908,ACC00498,ACC00265,Cash Deposit,2219.08,AED,2024-11-14 18:56:00,Branch,France,Japan,Completed,Investment
TXN003909,ACC00620,ACC00422,ATM Withdrawal,26709.57,AED,2024-03-14 21:55:00,Mobile,Canada,Cayman Islands,Completed,Loan Repayment
TXN003910,ACC00114,ACC00645,Cash Withdrawal,27261.64,INR,2024-05-24 03:09:00,Mobile,Canada,Russia,Completed,Trade Settlement
TXN003911,ACC00600,ACC00468,Cash Deposit,3464.65,INR,2022-03-24 05:35:00,Mobile,USA,Cayman Islands,Completed,N/A
TXN003912,ACC00285,ACC00558,Online Transfer,1731.16,EUR,2023-08-27 14:42:00,Branch,UK,UK,Completed,Investment
TXN003913,ACC00396,ACC00524,Cheque,438536.44,EUR,2024-12-05 02:15:00,ATM,Bahamas,Australia,Pending,Business Payment
TXN003914,ACC00295,ACC00430,Cheque,6755.06,EUR,2022-05-07 10:51:00,Mobile,UK,UAE,Completed,Personal Transfer
TXN003915,ACC00198,ACC00045,Online Transfer,9595.25,USD,2022-04-10 15:29:00,Branch,France,Germany,Completed,Business Payment
TXN003916,ACC00370,ACC00200,Cheque,29607.33,EUR,2024-01-29 10:00:00,Mobile,USA,France,Completed,Business Payment
TXN003917,ACC00394,ACC00205,ATM Withdrawal,30914.23,INR,2024-03-07 14:57:00,ATM,France,Cyprus,Completed,Personal Transfer
TXN003918,ACC00034,ACC00432,Cash Deposit,88422.28,INR,2023-05-28 15:53:00,Branch,UK,Panama,Completed,Trade Settlement
TXN003919,ACC00067,ACC00311,Wire Transfer,1161.83,USD,2024-12-18 15:51:00,Branch,Japan,Nigeria,Completed,Loan Repayment
TXN003920,ACC00058,ACC00417,ATM Withdrawal,5770.19,USD,2023-02-28 16:55:00,Online,France,Singapore,Pending,N/A
TXN003921,ACC00305,ACC00199,Wire Transfer,243575.12,EUR,2023-02-28 15:26:00,Branch,Cayman Islands,UAE,Completed,Salary
TXN003922,ACC00482,ACC00244,Cheque,8113.39,AED,2024-06-24 13:01:00,Branch,France,Panama,Pending,Trade Settlement
TXN003923,ACC00442,ACC00023,Cash Withdrawal,22744.74,GBP,2023-07-25 18:12:00,SWIFT,Australia,Germany,Completed,Investment
TXN003924,ACC00088,ACC00373,Cash Deposit,5596.41,EUR,2022-11-08 13:41:00,ATM,France,British Virgin Islands,Failed,Investment
TXN003925,ACC00312,ACC00110,Wire Transfer,5617.73,INR,2024-12-03 20:39:00,Mobile,France,USA,Completed,Salary
TXN003926,ACC00273,ACC00014,Wire Transfer,12611.31,EUR,2024-05-02 18:13:00,Online,UAE,Japan,Completed,Loan Repayment
TXN003927,ACC00331,ACC00177,Cash Withdrawal,4853.42,AED,2023-06-12 08:17:00,Branch,USA,Malta,Completed,Loan Repayment
TXN003928,ACC00426,ACC00099,Cheque,7136.9,GBP,2022-08-12 11:26:00,Branch,UK,UAE,Completed,Personal Transfer
TXN003929,ACC00259,ACC00585,Cheque,9508.19,USD,2022-07-23 04:22:00,Mobile,Australia,USA,Completed,Personal Transfer
TXN003930,ACC00544,ACC00170,Cheque,19887.24,INR,2023-10-02 15:03:00,ATM,Cayman Islands,Malta,Pending,Business Payment
TXN003931,ACC00019,ACC00020,ATM Withdrawal,1724.82,INR,2024-05-13 09:50:00,Branch,Canada,Cayman Islands,Completed,Investment
TXN003932,ACC00030,ACC00085,Wire Transfer,3691.25,EUR,2024-04-24 18:22:00,ATM,British Virgin Islands,Germany,Completed,N/A
TXN003933,ACC00139,ACC00514,Cash Deposit,6551.28,AED,2023-07-17 05:58:00,ATM,Japan,UAE,Completed,Personal Transfer
TXN003934,ACC00499,ACC00534,Cash Withdrawal,3159.99,INR,2022-02-14 20:17:00,Online,France,British Virgin Islands,Completed,Business Payment
TXN003935,ACC00044,ACC00138,Cash Deposit,8398.64,USD,2023-07-01 03:06:00,Online,British Virgin Islands,UK,Reversed,Loan Repayment
TXN003936,ACC00535,ACC00515,ATM Withdrawal,80370.1,EUR,2022-12-11 12:40:00,Branch,Cayman Islands,Japan,Reversed,Loan Repayment
TXN003937,ACC00600,ACC00262,ATM Withdrawal,3873.71,EUR,2022-09-20 03:37:00,SWIFT,USA,British Virgin Islands,Completed,Salary
TXN003938,ACC00631,ACC00224,Online Transfer,11685.97,INR,2024-01-13 09:30:00,Branch,Panama,Panama,Pending,Trade Settlement
TXN003939,ACC00642,ACC00586,ATM Withdrawal,473468.08,USD,2022-12-23 00:24:00,ATM,Canada,Japan,Completed,N/A
TXN003940,ACC00318,ACC00251,Online Transfer,6841.04,EUR,2022-09-24 19:42:00,SWIFT,Germany,Seychelles,Completed,Personal Transfer
TXN003941,ACC00277,ACC00207,Cash Withdrawal,782.59,EUR,2024-12-16 14:26:00,Mobile,Germany,Singapore,Completed,Business Payment
TXN003942,ACC00599,ACC00171,Online Transfer,39872.27,AED,2024-05-06 20:53:00,Online,USA,Canada,Completed,Salary
TXN003943,ACC00279,ACC00058,Wire Transfer,429240.25,INR,2024-04-30 17:50:00,Online,Australia,Australia,Failed,Business Payment
TXN003944,ACC00589,ACC00475,Online Transfer,7959.02,AED,2022-06-01 16:59:00,Branch,Germany,Cyprus,Completed,Loan Repayment
TXN003945,ACC00058,ACC00343,ATM Withdrawal,155002.61,INR,2022-04-13 04:27:00,Branch,France,Cyprus,Completed,Salary
TXN003946,ACC00469,ACC00456,ATM Withdrawal,434946.22,INR,2023-03-07 21:05:00,Branch,USA,Germany,Completed,Personal Transfer
TXN003947,ACC00530,ACC00114,Online Transfer,40856.08,EUR,2024-01-28 18:11:00,Branch,British Virgin Islands,USA,Pending,Trade Settlement
TXN003948,ACC00282,ACC00621,Wire Transfer,46099.33,INR,2024-08-16 12:40:00,Mobile,Canada,France,Completed,Loan Repayment
TXN003949,ACC00475,ACC00038,Online Transfer,6740.17,INR,2024-08-31 07:28:00,Mobile,UK,British Virgin Islands,Completed,N/A
TXN003950,ACC00485,ACC00119,Cash Withdrawal,9632.4,USD,2023-04-16 17:26:00,Mobile,Japan,Malta,Reversed,Trade Settlement
TXN003951,ACC00236,ACC00489,Online Transfer,1422.85,EUR,2024-03-26 06:22:00,Branch,Australia,Australia,Completed,Trade Settlement
TXN003952,ACC00369,ACC00077,Cash Withdrawal,322578.01,AED,2024-12-15 05:46:00,Mobile,Cayman Islands,France,Completed,Business Payment
TXN003953,ACC00100,ACC00001,Online Transfer,1791.54,USD,2022-06-25 01:57:00,Online,Singapore,UK,Failed,Loan Repayment
TXN003954,ACC00350,ACC00595,Cash Withdrawal,211990.5,EUR,2024-12-04 21:19:00,ATM,Singapore,Panama,Pending,Personal Transfer
TXN003955,ACC00117,ACC00635,Cheque,16092.8,EUR,2022-01-19 06:55:00,Mobile,Japan,Singapore,Completed,N/A
TXN003956,ACC00353,ACC00490,Cheque,8397.06,INR,2022-01-26 23:50:00,SWIFT,Germany,Japan,Completed,Investment
TXN003957,ACC00540,ACC00190,Cash Withdrawal,3753.22,EUR,2023-12-29 11:28:00,Branch,Germany,UK,Pending,Salary
TXN003958,ACC00421,ACC00439,Wire Transfer,33972.35,GBP,2023-10-16 14:59:00,SWIFT,Japan,Germany,Completed,Loan Repayment
TXN003959,ACC00359,ACC00135,Cash Withdrawal,36851.25,USD,2023-05-28 08:28:00,Branch,Bahamas,British Virgin Islands,Completed,Investment
TXN003960,ACC00428,ACC00539,Cash Deposit,7770.78,AED,2024-01-09 08:21:00,Online,Bahamas,Canada,Completed,N/A
TXN003961,ACC00142,ACC00193,Cash Withdrawal,312684.95,EUR,2022-11-28 23:37:00,SWIFT,France,Seychelles,Completed,Trade Settlement
TXN003962,ACC00321,ACC00038,ATM Withdrawal,1052.79,AED,2023-09-25 21:08:00,Branch,France,UK,Pending,Loan Repayment
TXN003963,ACC00042,ACC00125,Cash Deposit,4032.41,GBP,2022-12-25 16:12:00,SWIFT,Australia,Bahamas,Pending,Business Payment
TXN003964,ACC00007,ACC00605,Wire Transfer,6470.03,USD,2022-12-29 09:39:00,Mobile,France,Japan,Completed,Trade Settlement
TXN003965,ACC00469,ACC00571,Cash Deposit,114365.96,USD,2024-03-08 14:38:00,Mobile,USA,Canada,Completed,N/A
TXN003966,ACC00498,ACC00568,Wire Transfer,365333.66,INR,2022-02-27 22:51:00,SWIFT,France,Panama,Failed,Investment
TXN003967,ACC00298,ACC00182,Online Transfer,47933.23,INR,2023-01-26 21:23:00,Online,Japan,France,Completed,N/A
TXN003968,ACC00221,ACC00375,Cash Deposit,2666.15,USD,2024-04-15 09:19:00,Online,Australia,Australia,Failed,Business Payment
TXN003969,ACC00383,ACC00396,Wire Transfer,26217.68,GBP,2022-10-25 19:45:00,Mobile,France,USA,Pending,Loan Repayment
TXN003970,ACC00396,ACC00453,Online Transfer,10375.36,INR,2022-04-04 22:06:00,SWIFT,Bahamas,UAE,Completed,Investment
TXN003971,ACC00620,ACC00023,Wire Transfer,86587.96,USD,2024-09-30 14:44:00,ATM,Canada,Australia,Completed,Trade Settlement
TXN003972,ACC00015,ACC00477,Cash Withdrawal,5744.83,USD,2023-05-05 05:02:00,Mobile,Japan,Japan,Completed,N/A
TXN003973,ACC00175,ACC00199,Wire Transfer,3546.78,USD,2024-07-23 18:39:00,Branch,UK,Singapore,Completed,Salary
TXN003974,ACC00431,ACC00397,Online Transfer,901.51,INR,2024-06-19 18:27:00,SWIFT,France,Germany,Completed,Investment
TXN003975,ACC00389,ACC00502,Wire Transfer,941.81,USD,2024-01-15 18:31:00,Mobile,France,Singapore,Failed,Business Payment
TXN003976,ACC00142,ACC00463,Online Transfer,38786.88,INR,2024-06-28 20:01:00,Online,France,Seychelles,Completed,N/A
TXN003977,ACC00440,ACC00487,Online Transfer,1909.79,INR,2022-10-23 13:31:00,Branch,Canada,Seychelles,Completed,Loan Repayment
TXN003978,ACC00010,ACC00332,Cheque,9552.83,EUR,2024-02-13 16:52:00,Mobile,UK,USA,Completed,Loan Repayment
TXN003979,ACC00634,ACC00515,Wire Transfer,4160.46,EUR,2022-09-15 15:35:00,ATM,Germany,Nigeria,Completed,Trade Settlement
TXN003980,ACC00577,ACC00577,Wire Transfer,782.57,GBP,2024-05-11 08:10:00,Branch,Nigeria,Germany,Failed,Salary
TXN003981,ACC00401,ACC00069,Cheque,8951.57,GBP,2024-09-08 15:20:00,Online,Bahamas,Russia,Completed,Investment
TXN003982,ACC00439,ACC00642,ATM Withdrawal,5689.56,INR,2023-09-21 05:27:00,Mobile,UK,Seychelles,Completed,Business Payment
TXN003983,ACC00269,ACC00137,Cheque,22952.2,USD,2023-05-06 09:02:00,Mobile,USA,Canada,Completed,Investment
TXN003984,ACC00411,ACC00447,Wire Transfer,2408.76,EUR,2023-10-08 12:16:00,Branch,Japan,USA,Completed,Investment
TXN003985,ACC00046,ACC00158,Online Transfer,5555.0,AED,2023-12-28 13:00:00,Branch,Bahamas,Germany,Completed,N/A
TXN003986,ACC00533,ACC00015,Cash Deposit,3680.05,INR,2024-01-17 21:00:00,Online,Canada,Canada,Completed,Salary
TXN003987,ACC00487,ACC00331,Wire Transfer,292.81,EUR,2023-01-14 23:26:00,Mobile,Japan,Russia,Completed,Investment
TXN003988,ACC00187,ACC00291,Cash Withdrawal,7731.29,GBP,2023-11-19 19:47:00,SWIFT,Japan,UAE,Pending,Business Payment
TXN003989,ACC00148,ACC00219,Wire Transfer,6791.77,INR,2023-09-19 01:47:00,Mobile,UK,Cayman Islands,Completed,Personal Transfer
TXN003990,ACC00395,ACC00508,ATM Withdrawal,5532.93,GBP,2023-07-14 03:20:00,Branch,Bahamas,Seychelles,Completed,Investment
TXN003991,ACC00265,ACC00314,Cash Withdrawal,5244.21,EUR,2022-09-03 18:25:00,ATM,Germany,UK,Pending,N/A
TXN003992,ACC00201,ACC00411,ATM Withdrawal,85657.72,EUR,2024-05-22 01:03:00,Online,UK,Canada,Completed,Loan Repayment
TXN003993,ACC00433,ACC00505,ATM Withdrawal,7900.46,USD,2023-07-24 22:46:00,Mobile,Australia,Russia,Reversed,Business Payment
TXN003994,ACC00310,ACC00536,Cheque,324654.84,AED,2024-02-22 03:19:00,Online,Singapore,France,Completed,N/A
TXN003995,ACC00597,ACC00228,Cash Deposit,7382.03,AED,2022-07-04 05:58:00,Mobile,Bahamas,Cyprus,Completed,Trade Settlement
TXN003996,ACC00257,ACC00274,Online Transfer,2843.95,USD,2022-05-11 07:57:00,ATM,Germany,UK,Completed,Personal Transfer
TXN003997,ACC00418,ACC00144,Wire Transfer,6446.21,GBP,2023-11-02 20:30:00,Online,Germany,Seychelles,Completed,Salary
TXN003998,ACC00086,ACC00610,Cash Deposit,840.65,EUR,2023-11-18 07:21:00,ATM,Singapore,France,Completed,Investment
TXN003999,ACC00425,ACC00413,Online Transfer,6302.01,USD,2024-04-24 01:53:00,Online,Singapore,Nigeria,Completed,N/A
TXN004000,ACC00312,ACC00071,Cheque,721.81,USD,2022-03-11 04:50:00,ATM,France,Bahamas,Pending,Loan Repayment
TXN004001,ACC00155,ACC00475,Cash Withdrawal,8849.58,EUR,2022-04-17 09:58:00,SWIFT,Panama,Russia,Completed,Loan Repayment
TXN004002,ACC00443,ACC00520,Cash Withdrawal,8477.04,EUR,2023-06-01 19:44:00,Mobile,USA,USA,Completed,Business Payment
TXN004003,ACC00514,ACC00378,Online Transfer,223020.37,USD,2024-09-22 04:52:00,Branch,Canada,Canada,Completed,Business Payment
TXN004004,ACC00311,ACC00269,Online Transfer,9803.56,GBP,2024-01-23 08:58:00,SWIFT,Canada,Seychelles,Completed,N/A
TXN004005,ACC00189,ACC00422,Cash Withdrawal,42037.33,GBP,2022-10-13 16:44:00,Online,British Virgin Islands,Canada,Completed,Business Payment
TXN004006,ACC00555,ACC00091,Cash Withdrawal,6385.04,INR,2023-05-20 18:46:00,Branch,Japan,Singapore,Completed,Loan Repayment
TXN004007,ACC00105,ACC00009,Cash Deposit,8134.0,USD,2022-10-31 03:51:00,SWIFT,Canada,Cyprus,Failed,Personal Transfer
TXN004008,ACC00396,ACC00038,Cash Withdrawal,38370.29,INR,2022-07-10 11:23:00,Online,Bahamas,Singapore,Completed,Loan Repayment
TXN004009,ACC00509,ACC00427,Cash Withdrawal,2847.27,AED,2023-11-22 14:32:00,Branch,Australia,British Virgin Islands,Completed,Trade Settlement
TXN004010,ACC00564,ACC00030,Cheque,5319.28,EUR,2023-03-17 04:24:00,ATM,France,France,Completed,Business Payment
TXN004011,ACC00373,ACC00255,Cheque,324.34,INR,2022-11-29 08:26:00,Mobile,USA,Cyprus,Completed,Personal Transfer
TXN004012,ACC00457,ACC00006,ATM Withdrawal,3881.69,EUR,2022-05-16 00:30:00,SWIFT,Germany,Cyprus,Completed,Salary
TXN004013,ACC00291,ACC00540,Online Transfer,3114.81,USD,2023-06-13 06:18:00,Mobile,Japan,Germany,Completed,Business Payment
TXN004014,ACC00239,ACC00642,ATM Withdrawal,8561.51,GBP,2023-04-10 20:14:00,SWIFT,Australia,Panama,Completed,Investment
TXN004015,ACC00292,ACC00503,ATM Withdrawal,3436.4,EUR,2023-01-12 16:25:00,Mobile,Panama,Japan,Completed,Trade Settlement
TXN004016,ACC00082,ACC00066,Cash Withdrawal,14613.81,EUR,2023-12-26 01:27:00,Online,Australia,USA,Completed,Business Payment
TXN004017,ACC00414,ACC00584,Cash Withdrawal,3889.03,INR,2022-12-28 14:09:00,Online,Japan,Japan,Completed,Personal Transfer
TXN004018,ACC00650,ACC00152,ATM Withdrawal,8035.23,EUR,2022-08-31 11:22:00,Mobile,France,UAE,Completed,Trade Settlement
TXN004019,ACC00496,ACC00298,Online Transfer,8518.19,EUR,2022-11-22 13:47:00,Mobile,Japan,USA,Completed,Investment
TXN004020,ACC00041,ACC00482,Online Transfer,1792.65,AED,2023-05-08 20:54:00,Mobile,Australia,Russia,Completed,N/A
TXN004021,ACC00440,ACC00200,Cheque,3062.91,GBP,2023-12-30 12:48:00,ATM,Canada,Japan,Completed,Trade Settlement
TXN004022,ACC00502,ACC00037,Wire Transfer,5506.33,EUR,2024-01-16 02:27:00,Branch,Canada,Canada,Completed,Personal Transfer
TXN004023,ACC00084,ACC00308,Cash Deposit,2456.72,INR,2023-07-19 01:15:00,ATM,Japan,France,Completed,Investment
TXN004024,ACC00258,ACC00188,Cheque,1481.46,GBP,2023-01-11 20:00:00,ATM,Australia,Germany,Completed,Loan Repayment
TXN004025,ACC00531,ACC00395,Cash Withdrawal,1556.09,GBP,2022-09-26 20:32:00,Online,British Virgin Islands,Nigeria,Completed,Salary
TXN004026,ACC00586,ACC00128,Online Transfer,26795.17,AED,2022-02-26 23:37:00,Online,Japan,Cyprus,Completed,Investment
TXN004027,ACC00043,ACC00068,Wire Transfer,4283.63,USD,2024-08-12 09:16:00,Branch,Australia,British Virgin Islands,Completed,Salary
TXN004028,ACC00093,ACC00166,Cash Withdrawal,1230.7,GBP,2022-11-15 14:10:00,ATM,Australia,UK,Pending,Salary
TXN004029,ACC00516,ACC00592,Cash Deposit,8092.89,EUR,2023-10-19 05:45:00,ATM,Singapore,Singapore,Completed,Investment
TXN004030,ACC00304,ACC00185,Cash Withdrawal,1503.19,GBP,2023-05-10 11:07:00,ATM,Cyprus,Malta,Completed,Business Payment
TXN004031,ACC00331,ACC00352,ATM Withdrawal,2136.15,AED,2022-07-21 23:57:00,SWIFT,USA,UK,Completed,Loan Repayment
TXN004032,ACC00484,ACC00471,Online Transfer,6188.04,USD,2023-11-16 06:45:00,Branch,France,Germany,Completed,Business Payment
TXN004033,ACC00546,ACC00213,ATM Withdrawal,1389.52,INR,2024-05-24 03:57:00,Mobile,Germany,Canada,Completed,Business Payment
TXN004034,ACC00589,ACC00467,Cash Deposit,1941.55,EUR,2024-11-25 20:52:00,Branch,Germany,Canada,Completed,N/A
TXN004035,ACC00145,ACC00513,Wire Transfer,949.97,GBP,2024-09-08 02:57:00,ATM,Bahamas,Nigeria,Completed,Loan Repayment
